Season,Net,Show Name,Rtg
2007,NBC,1 VS 100,2.1
2007,NBC,30 ROCK,3.2
2007,NBC,AMERICAN GLADIATORS,3.5
2007,NBC,AMNESIA,1.5
2007,NBC,APPRENTICE 7,4.0
2007,NBC,BIGGEST LOSER 4,3.4
2007,NBC,BIGGEST LOSER 5,3.7
2007,NBC,BIONIC WOMAN,4.0
2007,NBC,CHUCK,3.5
2007,NBC,DATELINE-FRI,2.0
2007,NBC,DATELINE-SUN,1.5
2007,NBC,DEAL OR NO DEAL-FRI,2.2
2007,NBC,DEAL OR NO DEAL-MON,3.5
2007,NBC,DEAL OR NO DEAL-WED,2.7
2007,NBC,ER,3.9
2007,NBC,FRIDAY NIGHT LIGHTS,2.2
2007,NBC,HEROES,6.2
2007,NBC,JOURNEYMAN,2.8
2007,NBC,LAS VEGAS,2.6
2007,NBC,LAW & ORDER,3.6
2007,NBC,LAW & ORDER:CRIM INT,2.2
2007,NBC,LAW & ORDER:SVU,5.0
2007,NBC,LIFE,3.0
2007,NBC,LIPSTICK JUNGLE,2.9
2007,NBC,MEDIUM-NBC,3.6
2007,NBC,MONK-NBC,1.2
2007,NBC,MOST OUTRAG MOMTS- TUE 8P,1.3
2007,NBC,MY DAD IS BETR THN YR DAD,2.0
2007,NBC,MY NAME IS EARL,3.5
2007,NBC,OFFICE,5.3
2007,NBC,PHENOMENON,2.4
2007,NBC,PSYCH-NBC,1.1
2007,NBC,SCRUBS,3.5
2007,NBC,SINGING BEE,2.1
2007,CBS,48 HOURS,1.7
2007,CBS,48 HOURS MYSTERY-TUE,2.1
2007,CBS,60 MINUTES,2.6
2007,CBS,AMAZING RACE: 12,3.9
2007,CBS,BIG BANG THEORY,3.6
2007,CBS,BIG BROTHER-SUN,2.5
2007,CBS,BIG BROTHER-TUE,2.5
2007,CBS,BIG BROTHER-WED,2.3
2007,CBS,CANE,2.4
2007,CBS,CBS SAT MOVIE,1.3
2007,CBS,COLD CASE,3.1
2007,CBS,CRIMINAL MINDS,4.2
2007,CBS,CSI,6.7
2007,CBS,CSI MIAMI,5.0
2007,CBS,CSI NY,4.0
2007,CBS,DEXTER,2.1
2007,CBS,GHOST WHISPERER,2.8
2007,CBS,HOW I MET YOUR MOTHER,3.8
2007,CBS,JERICHO,2.4
2007,CBS,KID NATION,2.5
2007,CBS,MOONLIGHT,2.5
2007,CBS,NCIS,3.7
2007,CBS,NUMB3RS,2.9
2007,CBS,OLD CHRISTINE,3.8
2007,CBS,POWER OF 10,1.4
2007,CBS,PRICE IS RIGHT-PRIME,2.0
2007,CBS,RULES OF ENGAGEMENT,4.3
2007,CBS,SECRET TALENTS OF STRS,1.5
2007,CBS,SHARK,2.6
2007,CBS,SURVIVOR:CHINA-FL07,5.1
2007,CBS,SURVIVOR:MICRONESIA-SG08,4.6
2007,CBS,TWO AND A HALF MEN,5.4
2007,CBS,UNIT,3.4
2007,CBS,VIVA LAUGHLIN,1.2
2007,CBS,WELCOME TO THE CAPTAIN,2.2
2007,CBS,WITHOUT A TRACE,4.2
2007,ABC,20/20-FRI,1.9
2007,ABC,20/20-FRI OTHER,1.7
2007,ABC,ABC SAT MOVIE,1.6
2007,ABC,ACCORDING TO JIM-830P,1.6
2007,ABC,ACCORDING TO JIM-8P,1.3
2007,ABC,ACCORDING TO JIM-TU 9P,1.8
2007,ABC,AMER FUNN HOME VID-FRI,1.7
2007,ABC,AMER FUNN HOME VIDEOS,2.5
2007,ABC,BACHELOR,3.3
2007,ABC,BACHELORETTE,3.1
2007,ABC,BIG SHOTS,3.2
2007,ABC,BOSTON LEGAL,2.7
2007,ABC,BROTHERS & SISTERS,4.7
2007,ABC,CARPOOLERS,2.0
2007,ABC,CASHMERE MAFIA,2.4
2007,ABC,CAVEMEN,2.5
2007,ABC,DANCE WARS,2.7
2007,ABC,DANCING WITH THE STARS,5.2
2007,ABC,DANCING WITH THE STARS RSLTS,4.7
2007,ABC,DESPERATE HOUSEWIVES,7.3
2007,ABC,DIRTY SEXY MONEY,3.3
2007,ABC,DUEL,1.1
2007,ABC,ELI STONE,2.8
2007,ABC,EXTREME MAKEOVER:HOME ED,4.7
2007,ABC,EXTREME MAKOVR-HM 7P,2.9
2007,ABC,GREY'S ANATOMY,8.5
2007,ABC,HERE COMES THE NEWLYWEDS,3.3
2007,ABC,JUST FOR LAUGHS,1.5
2007,ABC,JUST FOR LAUGHS-8P,1.4
2007,ABC,LOST,6.4
2007,ABC,MEN IN TREES,1.8
2007,ABC,NOTES FROM UNDERBELLY,2.0
2007,ABC,OCTOBER ROAD,2.2
2007,ABC,OPRAH'S BIG GIVE,3.9
2007,ABC,PRIVATE PRACTICE,4.8
2007,ABC,PUSHING DAISIES,3.6
2007,ABC,SAMANTHA WHO,4.0
2007,ABC,SUPERNANNY,2.8
2007,ABC,UGLY BETTY,3.5
2007,ABC,WHAT WOULD U DO,2.8
2007,ABC,WIFE SWAP,2.4
2007,ABC,WOMEN'S MURDER CLUB,2.3
2007,ABC,WONDERFUL WRLD-DSNY,2.0
2007,FOX,AMERICAN DAD,3.4
2007,FOX,AMERICAN IDOL-TUE,11.3
2007,FOX,AMERICAN IDOL-WED,10.8
2007,FOX,AMERICAS MOST WANTED,2.2
2007,FOX,BACK TO YOU,2.7
2007,FOX,BONES,3.7
2007,FOX,BONES-MON,3.5
2007,FOX,CANTERBURY'S LAW,1.5
2007,FOX,COPS 2,2.4
2007,FOX,COPS-SAT 8P,2.0
2007,FOX,DON'T FORGET LYRICS-FRI,2.0
2007,FOX,DON'T FORGET THE LYRICS,2.9
2007,FOX,FAMILY GUY,5.0
2007,FOX,FOX MOVIE-FRIDAY,1.1
2007,FOX,HELL'S KITCHEN,5.6
2007,FOX,HOUSE,8.6
2007,FOX,HOUSE-MON 9P,6.7
2007,FOX,K-VILLE,2.0
2007,FOX,KING OF HILL-7P,1.8
2007,FOX,KING OF THE HILL,3.2
2007,FOX,KITCHEN NIGHTMARES,3.1
2007,FOX,MOMENT OF TRUTH,6.2
2007,FOX,NEW AMSTERDAM,2.9
2007,FOX,NEXT GREAT AMERICAN BAND,1.2
2007,FOX,PRISON BREAK,3.5
2007,FOX,RETURN JEZEBEL JAMES,1.2
2007,FOX,SIMPSONS,4.2
2007,FOX,SMARTER THAN 5TH GRDR,1.5
2007,FOX,SMARTER THAN 5TH GRDR-THU,2.6
2007,FOX,TERMINATOR: SARAH CNR CHRON,4.5
2007,FOX,TIL DEATH-WED,2.5
2007,FOX,UNHITCHED,2.3
2008,NBC,30 ROCK,4.0
2008,NBC,AMERICA'S GOT TALENT-WED,3.2
2008,NBC,AMERICAS TOUGHEST JOBS,1.2
2008,NBC,APPRENTICE 8,3.5
2008,NBC,BIGGEST LOSER 6,3.5
2008,NBC,BIGGEST LOSER 7,4.2
2008,NBC,CHOPPING BLOCK,1.3
2008,NBC,CHUCK,2.9
2008,NBC,CRUSOE,1.0
2008,NBC,DATELINE-FRI,1.5
2008,NBC,DATELINE-SUN,1.3
2008,NBC,DEAL OR NO DEAL-FRI,1.3
2008,NBC,DEAL OR NO DEAL-MON,1.2
2008,NBC,DEAL OR NO DEAL-WED,2.0
2008,NBC,ER,4.1
2008,NBC,FRIDAY NIGHT LIGHTS,1.6
2008,NBC,HEROES,4.6
2008,NBC,HOWIE DO IT,1.4
2008,NBC,HOWIE DO IT-FRI 830P,1.4
2008,NBC,KATH & KIM,2.4
2008,NBC,KINGS,1.4
2008,NBC,KNIGHT RIDER,2.1
2008,NBC,LAW & ORDER,2.7
2008,NBC,LAW & ORDER:CRIM INT,1.2
2008,NBC,LAW & ORDER:SVU,4.1
2008,NBC,LIFE,2.1
2008,NBC,LIPSTICK JUNGLE,2.0
2008,NBC,MEDIUM-NBC,2.9
2008,NBC,MOMMA'S BOYS,2.0
2008,NBC,MY NAME IS EARL,2.8
2008,NBC,MY OWN WORST ENEMY,2.4
2008,NBC,OFFICE,5.3
2008,NBC,PARKS & RECREATION,2.8
2008,NBC,SOUTHLAND,2.8
2008,NBC,SUPERSTARS OF DANCE,2.3
2008,CBS,48 HOURS,1.6
2008,CBS,60 MINUTES,2.8
2008,CBS,AMAZING RACE: 13,3.5
2008,CBS,AMAZING RACE: 14,3.4
2008,CBS,BIG BANG THEORY,4.2
2008,CBS,COLD CASE,2.9
2008,CBS,CRIMETIME SAT-9P,1.5
2008,CBS,CRIMINAL MINDS,4.3
2008,CBS,CSI,5.6
2008,CBS,CSI MIAMI,4.6
2008,CBS,CSI NY,3.8
2008,CBS,ELEVENTH HOUR,3.3
2008,CBS,EX LIST,2.0
2008,CBS,FLASHPOINT,2.2
2008,CBS,GAME SHOW IN MY HEAD,1.4
2008,CBS,GAME SHOW IN/HEAD-830P,1.4
2008,CBS,GARY UNMARRIED,2.5
2008,CBS,GHOST WHISPERER,2.9
2008,CBS,HARPER'S ISLAND,2.7
2008,CBS,HOW I MET YOUR MOTHER,4.5
2008,CBS,MENTALIST,4.3
2008,CBS,MILLION DOLLAR PASSWORD,1.9
2008,CBS,NCIS,4.1
2008,CBS,NUMB3RS,2.6
2008,CBS,OLD CHRISTINE,2.3
2008,CBS,RULES OF ENGAGEMENT,4.2
2008,CBS,SURVIVOR:GABON-FL08,4.6
2008,CBS,SURVIVOR:TOCANTINS-SG09,4.3
2008,CBS,TWO AND A HALF MEN,5.6
2008,CBS,UNIT,2.8
2008,CBS,WITHOUT A TRACE,3.1
2008,CBS,WORST WEEK,3.3
2008,ABC,20/20-FRI,2.0
2008,ABC,ABC SAT MOVIE,1.1
2008,ABC,ACCORDING TO JIM-830P,1.2
2008,ABC,ACCORDING TO JIM-8P,1.1
2008,ABC,ACCORDING TO JIM-FRI 9:30P,1.7
2008,ABC,ACCORDING TO JIM-TU 9P,1.9
2008,ABC,AMER FUNN HOME VIDEOS,2.2
2008,ABC,BACHELOR,4.2
2008,ABC,BACHELORETTE,3.3
2008,ABC,BETTER OFF TED,2.1
2008,ABC,BOSTON LEGAL,2.5
2008,ABC,BROTHERS & SISTERS,4.0
2008,ABC,CASTLE,2.8
2008,ABC,CUPID-TU 10P,1.9
2008,ABC,DANCING WITH THE STARS,4.9
